created_at,entry_id,Temperature,Humidity,Ethanol (Gas),Type of Fruit,Ethylene
2022-06-26T21:27:12+00:00,1813,36.1,88.6,164,Banana,132
2022-06-26T21:27:45+00:00,1814,36.1,89,168,Banana,134
2022-06-26T21:28:18+00:00,1815,36.1,89.1,177,Banana,138.5
2022-06-26T21:28:52+00:00,1816,36.1,89.6,178,Banana,139
2022-06-26T21:29:25+00:00,1817,36.2,89.4,179,Banana,139.5
2022-06-26T21:29:59+00:00,1818,36.2,89.4,178,Banana,139
2022-06-26T21:30:32+00:00,1819,36.2,89.2,175,Banana,137.5
2022-06-26T21:31:06+00:00,1820,36.2,89,173,Banana,136.5
2022-06-26T21:31:39+00:00,1821,36.2,88.9,174,Banana,137
2022-06-26T21:32:13+00:00,1822,36.2,89,181,Banana,140.5
2022-06-26T21:32:46+00:00,1823,36.2,89.4,175,Banana,137.5
2022-06-26T21:33:19+00:00,1824,36.2,88.7,167,Banana,133.5
2022-06-26T21:33:53+00:00,1825,36.2,88.2,165,Banana,132.5
2022-06-26T21:34:26+00:00,1826,36.2,88.1,164,Banana,132
2022-06-26T21:34:59+00:00,1827,36.2,88.5,167,Banana,133.5
2022-06-26T21:35:33+00:00,1828,36.2,88.7,171,Banana,135.5
2022-06-26T21:36:06+00:00,1829,36.2,89,176,Banana,138
2022-06-26T21:36:39+00:00,1830,36.2,89.3,176,Banana,138
2022-06-26T21:37:13+00:00,1831,36.2,89,180,Banana,140
2022-06-26T21:37:46+00:00,1832,36.3,88.9,176,Banana,138
2022-06-26T21:38:20+00:00,1833,36.3,88.9,171,Banana,135.5
2022-06-26T21:38:53+00:00,1834,36.3,88.4,172,Banana,136
2022-06-26T21:40:01+00:00,1835,36.2,88.2,190,Banana,145
2022-06-26T21:40:34+00:00,1836,36.3,89,190,Banana,145
2022-06-26T21:41:07+00:00,1837,36.3,89.3,183,Banana,141.5
2022-06-26T21:41:41+00:00,1838,36.3,88.7,182,Banana,141
2022-06-26T21:42:15+00:00,1839,36.3,88.9,179,Banana,139.5
2022-06-27T08:26:21+00:00,1840,31,99.9,265,Banana,182.5
2022-06-27T08:26:55+00:00,1841,30.9,99.9,250,Banana,175
2022-06-27T08:27:28+00:00,1842,31,99.9,248,Banana,174
2022-06-27T08:28:02+00:00,1843,31.1,99.9,246,Banana,173
2022-06-27T08:28:38+00:00,1844,31.2,99.9,250,Banana,175
2022-06-27T08:29:08+00:00,1845,31.3,99.9,258,Banana,179
2022-06-27T08:29:42+00:00,1846,31.4,99.9,256,Banana,178
2022-06-27T08:30:15+00:00,1847,31.7,99.9,259,Banana,179.5
2022-06-27T08:30:50+00:00,1848,31.9,99.9,268,Banana,184
2022-06-27T08:31:22+00:00,1849,32,99.9,274,Banana,187
2022-06-27T08:31:56+00:00,1850,32.1,99.9,274,Banana,187
2022-06-27T08:32:30+00:00,1851,32.3,99.9,282,Banana,191
2022-06-27T08:33:03+00:00,1852,32.4,99.9,286,Banana,193
2022-06-27T08:33:37+00:00,1853,32.6,99.9,287,Banana,193.5
2022-06-27T08:34:10+00:00,1854,32.7,99.9,288,Banana,194
2022-06-27T08:34:45+00:00,1855,32.8,99.9,291,Banana,195.5
2022-06-27T08:35:17+00:00,1856,33,99.9,297,Banana,198.5
2022-06-27T08:35:51+00:00,1857,33.1,99.9,300,Banana,200
2022-06-27T08:36:24+00:00,1858,33.3,99.9,302,Banana,201
2022-06-27T08:39:28+00:00,1859,33.8,99.9,309,Banana,204.5
2022-06-27T08:39:45+00:00,1860,33.9,99.7,308,Banana,204
2022-06-27T08:40:19+00:00,1861,34,99.2,310,Banana,205
2022-06-27T08:40:53+00:00,1862,34,98.8,309,Banana,204.5
2022-06-27T08:41:25+00:00,1863,34.1,98.5,309,Banana,204.5
2022-06-27T08:41:59+00:00,1864,34.2,98.2,312,Banana,206
2022-06-27T08:42:32+00:00,1865,34.2,98,315,Banana,207.5
2022-06-27T08:43:05+00:00,1866,34.3,97.8,316,Banana,208
2022-06-27T08:43:39+00:00,1867,34.4,97.5,318,Banana,209
2022-06-27T08:44:12+00:00,1868,34.4,97.4,320,Banana,210
2022-06-27T08:44:46+00:00,1869,34.5,97.2,320,Banana,210
2022-06-27T08:45:19+00:00,1870,34.5,96.9,321,Banana,210.5
2022-06-27T08:45:53+00:00,1871,34.6,96.7,320,Banana,210
2022-06-27T08:46:26+00:00,1872,34.6,96.5,319,Banana,209.5
2022-06-27T08:46:59+00:00,1873,34.7,96.3,322,Banana,211
2022-06-27T08:47:33+00:00,1874,34.7,96.2,324,Banana,212
2022-06-27T08:48:06+00:00,1875,34.8,96.1,325,Banana,212.5
2022-06-27T08:48:39+00:00,1876,34.8,96,324,Banana,212
2022-06-27T08:49:13+00:00,1877,34.8,95.8,323,Banana,211.5
2022-06-27T08:49:46+00:00,1878,34.8,95.5,324,Banana,212
2022-06-27T08:50:20+00:00,1879,34.9,95.6,326,Banana,213
2022-06-27T08:50:53+00:00,1880,34.9,95.4,325,Banana,212.5
2022-06-27T08:51:26+00:00,1881,34.9,95.4,326,Banana,213
2022-06-27T08:52:00+00:00,1882,35,95.3,327,Banana,213.5
2022-06-27T08:52:33+00:00,1883,35,95.2,328,Banana,214
2022-06-27T08:53:06+00:00,1884,35,95.2,322,Banana,211
2022-06-27T08:53:40+00:00,1885,35.1,94.5,326,Banana,213
2022-06-27T08:54:13+00:00,1886,35.1,94.9,326,Banana,213
2022-06-27T08:54:46+00:00,1887,35.1,94.8,326,Banana,213
2022-06-27T08:55:20+00:00,1888,35.1,94.7,326,Banana,213
2022-06-27T08:55:53+00:00,1889,35.1,94.7,329,Banana,214.5
2022-06-27T08:56:27+00:00,1890,35.1,94.7,329,Banana,214.5
2022-06-27T08:57:00+00:00,1891,35.2,94.7,332,Banana,216
2022-06-27T08:57:33+00:00,1892,35.2,94.7,333,Banana,216.5
2022-06-27T08:58:07+00:00,1893,35.2,94.7,332,Banana,216
2022-06-27T08:58:40+00:00,1894,35.2,94.4,332,Banana,216
2022-06-27T08:59:13+00:00,1895,35.2,94.5,333,Banana,216.5
2022-06-27T08:59:47+00:00,1896,35.3,94.4,334,Banana,217
2022-06-27T09:00:20+00:00,1897,35.3,94.4,334,Banana,217
2022-06-27T09:00:54+00:00,1898,35.3,94.4,332,Banana,216
2022-06-27T09:01:28+00:00,1899,35.3,94.3,332,Banana,216
2022-06-27T09:02:01+00:00,1900,35.4,94.2,332,Banana,216
2022-06-27T09:02:34+00:00,1901,35.3,94.2,333,Banana,216.5
2022-06-27T09:03:08+00:00,1902,35.4,94.3,332,Banana,216
2022-06-27T09:03:41+00:00,1903,35.4,94.1,331,Banana,215.5
2022-06-27T09:04:15+00:00,1904,35.4,94.1,330,Banana,215
2022-06-27T09:04:48+00:00,1905,35.4,94,331,Banana,215.5
2022-06-27T09:05:22+00:00,1906,35.4,94,334,Banana,217
2022-06-27T09:05:55+00:00,1907,35.5,94.1,334,Banana,217
2022-06-27T09:06:28+00:00,1908,35.5,94.1,332,Banana,216
2022-06-27T09:07:02+00:00,1909,35.4,93.9,330,Banana,215
2022-06-27T09:07:35+00:00,1910,35.5,93.8,331,Banana,215.5
2022-06-27T09:08:09+00:00,1911,35.4,93.8,329,Banana,214.5
2022-06-27T09:08:42+00:00,1912,35.5,93.9,334,Banana,217
2022-06-27T09:09:16+00:00,1913,35.5,93.9,335,Banana,217.5
2022-06-27T09:09:49+00:00,1914,35.5,93.8,337,Banana,218.5
2022-06-27T09:10:22+00:00,1915,35.5,93.8,336,Banana,218
2022-06-27T09:10:56+00:00,1916,35.5,93.8,335,Banana,217.5
2022-06-27T09:11:29+00:00,1917,35.5,93.7,338,Banana,219
2022-06-27T09:12:02+00:00,1918,35.5,93.7,336,Banana,218
2022-06-27T09:12:36+00:00,1919,35.5,93.7,336,Banana,218
2022-06-27T09:13:09+00:00,1920,35.6,93.7,336,Banana,218
2022-06-27T09:13:42+00:00,1921,35.6,93.7,335,Banana,217.5
2022-06-27T09:14:16+00:00,1922,35.6,93.6,336,Banana,218
2022-06-27T09:14:49+00:00,1923,35.6,93.6,340,Banana,220
2022-06-27T09:15:23+00:00,1924,35.6,93.7,337,Banana,218.5
2022-06-27T09:15:56+00:00,1925,35.6,93.6,336,Banana,218
2022-06-27T09:16:29+00:00,1926,35.6,93.6,336,Banana,218
2022-06-27T09:17:03+00:00,1927,35.6,93.5,338,Banana,219
2022-06-27T09:17:36+00:00,1928,35.6,93.6,339,Banana,219.5
2022-06-27T09:18:10+00:00,1929,35.6,93.6,337,Banana,218.5
2022-06-27T09:18:43+00:00,1930,35.6,93.5,340,Banana,220
2022-06-27T09:19:16+00:00,1931,35.6,93.6,339,Banana,219.5
2022-06-27T09:19:50+00:00,1932,35.6,93.5,342,Banana,221
2022-06-27T09:20:24+00:00,1933,35.7,93.6,337,Banana,218.5
2022-06-27T09:20:57+00:00,1934,35.7,93.3,337,Banana,218.5
2022-06-27T09:21:30+00:00,1935,35.7,93.4,340,Banana,220
2022-06-27T09:22:03+00:00,1936,35.7,93.4,339,Banana,219.5
2022-06-27T09:22:37+00:00,1937,35.7,93.4,339,Banana,219.5
2022-06-27T09:23:11+00:00,1938,35.7,93.3,338,Banana,219
2022-06-27T09:23:44+00:00,1939,35.7,93.3,339,Banana,219.5
2022-06-27T09:24:17+00:00,1940,35.7,93.4,340,Banana,220
2022-06-27T09:24:50+00:00,1941,35.7,93.3,340,Banana,220
2022-06-27T09:25:24+00:00,1942,35.7,93.2,338,Banana,219
2022-06-27T09:25:57+00:00,1943,35.7,93.3,338,Banana,219
2022-06-27T09:26:31+00:00,1944,35.7,93.3,338,Banana,219
2022-06-27T09:27:05+00:00,1945,35.8,93.3,338,Banana,219
2022-06-27T09:27:38+00:00,1946,35.8,93.3,337,Banana,218.5
2022-06-27T09:28:11+00:00,1947,35.8,93.3,334,Banana,217
2022-06-27T09:28:44+00:00,1948,35.8,93.1,332,Banana,216
2022-06-27T09:29:18+00:00,1949,35.8,93,332,Banana,216
2022-06-27T09:29:51+00:00,1950,35.8,93,334,Banana,217
2022-06-27T09:30:25+00:00,1951,35.8,93.1,335,Banana,217.5
2022-06-27T09:30:58+00:00,1952,35.8,93.1,332,Banana,216
2022-06-27T09:31:32+00:00,1953,35.8,92.7,332,Banana,216
2022-06-27T09:32:05+00:00,1954,35.8,93,333,Banana,216.5
2022-06-27T09:32:39+00:00,1955,35.8,93,334,Banana,217
2022-06-27T09:33:12+00:00,1956,35.8,92.9,335,Banana,217.5
2022-06-27T09:33:45+00:00,1957,35.8,93.1,332,Banana,216
2022-06-27T09:34:18+00:00,1958,35.8,92.9,333,Banana,216.5
2022-06-27T09:34:52+00:00,1959,35.9,93,335,Banana,217.5
2022-06-27T09:35:25+00:00,1960,35.9,93.1,334,Banana,217
2022-06-27T09:35:58+00:00,1961,35.9,92.7,335,Banana,217.5
2022-06-27T09:36:32+00:00,1962,35.9,92.9,336,Banana,218
2022-06-27T09:37:05+00:00,1963,35.9,93,340,Banana,220
2022-06-27T09:37:39+00:00,1964,35.9,93.1,338,Banana,219
2022-06-27T09:38:12+00:00,1965,35.9,93,336,Banana,218
2022-06-27T09:38:47+00:00,1966,35.9,92.9,335,Banana,217.5
2022-06-27T09:39:19+00:00,1967,35.9,92.9,336,Banana,218
2022-06-27T09:39:52+00:00,1968,35.9,92.9,338,Banana,219
2022-06-27T09:40:26+00:00,1969,35.9,92.9,339,Banana,219.5
2022-06-27T09:40:59+00:00,1970,35.9,92.9,337,Banana,218.5
2022-06-27T09:41:33+00:00,1971,35.9,92.9,337,Banana,218.5
2022-06-27T09:42:06+00:00,1972,35.9,93,333,Banana,216.5
2022-06-27T09:42:39+00:00,1973,35.9,92.7,337,Banana,218.5
2022-06-27T09:43:13+00:00,1974,35.9,92.8,340,Banana,220
2022-06-27T09:43:46+00:00,1975,36,93,341,Banana,220.5
2022-06-27T09:44:19+00:00,1976,36,93,341,Banana,220.5
2022-06-27T09:44:53+00:00,1977,36,92.9,343,Banana,221.5
2022-06-27T09:45:26+00:00,1978,36,93,340,Banana,220
2022-06-27T09:46:00+00:00,1979,36,92.8,340,Banana,220
2022-06-27T09:46:33+00:00,1980,36,92.9,340,Banana,220
2022-06-27T09:47:07+00:00,1981,36,92.9,342,Banana,221
2022-06-27T09:47:40+00:00,1982,36,92.9,339,Banana,219.5
2022-06-27T09:48:13+00:00,1983,36,92.8,333,Banana,216.5
2022-06-27T09:48:48+00:00,1984,36,92.7,330,Banana,215
2022-06-27T09:49:20+00:00,1985,36,92.6,331,Banana,215.5
2022-06-27T09:49:53+00:00,1986,36,92.7,334,Banana,217
2022-06-27T09:50:27+00:00,1987,36,92.7,336,Banana,218
2022-06-27T09:51:00+00:00,1988,36,92.7,331,Banana,215.5
2022-06-27T09:51:34+00:00,1989,36,92.5,332,Banana,216
2022-06-27T09:52:07+00:00,1990,36,92.7,332,Banana,216
2022-06-27T09:52:40+00:00,1991,36,92.7,332,Banana,216
2022-06-27T09:53:14+00:00,1992,36,92.7,334,Banana,217
2022-06-27T09:53:48+00:00,1993,36,92.7,336,Banana,218
2022-06-27T09:54:21+00:00,1994,36,92.7,335,Banana,217.5
2022-06-27T09:54:54+00:00,1995,36,92.7,335,Banana,217.5
2022-06-27T09:55:30+00:00,1996,36,92.7,332,Banana,216
2022-06-27T09:56:03+00:00,1997,36,92.6,333,Banana,216.5
2022-06-27T09:56:37+00:00,1998,36,92.7,329,Banana,214.5
2022-06-27T09:57:10+00:00,1999,36,92.5,332,Banana,216
2022-06-27T09:57:44+00:00,2000,36,92.6,332,Banana,216
2022-06-27T09:58:17+00:00,2001,36,92.6,335,Banana,217.5
2022-06-27T09:58:51+00:00,2002,36,92.7,336,Banana,218
2022-06-27T09:59:24+00:00,2003,36,92.7,335,Banana,217.5
2022-06-27T09:59:57+00:00,2004,36,92.6,334,Banana,217
2022-06-27T10:00:31+00:00,2005,36,92.6,331,Banana,215.5
2022-06-27T10:01:04+00:00,2006,36,92.6,334,Banana,217
2022-06-27T10:01:38+00:00,2007,36,92.6,333,Banana,216.5
2022-06-27T10:02:11+00:00,2008,36,92.6,331,Banana,215.5
2022-06-27T10:02:45+00:00,2009,36,92.5,333,Banana,216.5
2022-06-27T10:03:18+00:00,2010,36,92.6,325,Banana,212.5
2022-06-27T10:03:51+00:00,2011,36,92.4,327,Banana,213.5
2022-06-27T10:04:25+00:00,2012,36,92.4,334,Banana,217
2022-06-27T10:04:58+00:00,2013,36,92.7,330,Banana,215
2022-06-27T10:05:32+00:00,2014,36,92.5,322,Banana,211
2022-06-27T10:06:05+00:00,2015,35.9,92.3,323,Banana,211.5
2022-06-27T10:06:39+00:00,2016,36.1,92.4,323,Banana,211.5
2022-06-27T10:07:12+00:00,2017,36.1,92.4,327,Banana,213.5
2022-06-27T10:07:46+00:00,2018,36.1,92.5,323,Banana,211.5
2022-06-27T10:08:19+00:00,2019,36.1,92.4,322,Banana,211
2022-06-27T10:08:52+00:00,2020,36.1,92.4,317,Banana,208.5
2022-06-27T10:09:26+00:00,2021,36.1,92.3,320,Banana,210
2022-06-27T10:09:59+00:00,2022,36.1,92.3,313,Banana,206.5
2022-06-27T10:10:32+00:00,2023,36.1,92.2,313,Banana,206.5
2022-06-27T10:11:06+00:00,2024,36.1,92.2,319,Banana,209.5
2022-06-27T10:11:40+00:00,2025,36.1,92.4,318,Banana,209
2022-06-27T10:12:13+00:00,2026,36.1,92.3,319,Banana,209.5
2022-06-27T10:12:46+00:00,2027,36.1,92.3,319,Banana,209.5
2022-06-27T10:13:20+00:00,2028,36.1,92.3,318,Banana,209
2022-06-27T10:15:18+00:00,2029,36.1,92.4,318,Banana,209
2022-06-27T10:15:48+00:00,2030,36.1,92.3,321,Banana,210.5
2022-06-28T06:39:56+00:00,2031,31.4,99.9,369,Banana,223.1
2022-06-28T06:40:30+00:00,2032,31.3,99.9,321,Banana,210.5
2022-06-28T06:41:03+00:00,2033,31.4,99.9,297,Banana,198.5
2022-06-28T06:41:37+00:00,2034,31.4,99.9,282,Banana,191
2022-06-28T06:42:10+00:00,2035,31.6,99.9,281,Banana,190.5
2022-06-28T06:42:44+00:00,2036,31.8,99.9,276,Banana,188
2022-06-28T06:43:17+00:00,2037,31.9,99.9,275,Banana,187.5
2022-06-28T06:43:51+00:00,2038,32.1,99.9,272,Banana,186
2022-06-28T06:44:25+00:00,2039,32.3,99.9,268,Banana,184
2022-06-28T06:44:59+00:00,2040,32.4,99.9,272,Banana,186
2022-06-28T06:45:32+00:00,2041,32.6,99.9,273,Banana,186.5
2022-06-28T06:46:05+00:00,2042,32.8,99.9,268,Banana,184
2022-06-28T06:46:39+00:00,2043,33,99.9,269,Banana,184.5
2022-06-28T06:47:12+00:00,2044,33.1,99.9,268,Banana,184
2022-06-28T06:47:45+00:00,2045,33.3,99.9,270,Banana,185
2022-06-28T06:48:19+00:00,2046,33.5,99.9,268,Banana,184
2022-06-28T06:48:52+00:00,2047,33.6,99.9,272,Banana,186
2022-06-28T06:49:26+00:00,2048,33.7,99.9,267,Banana,183.5
2022-06-28T06:49:59+00:00,2049,33.9,99.9,268,Banana,184
2022-06-28T06:50:33+00:00,2050,34,99.9,269,Banana,184.5
2022-06-28T06:51:06+00:00,2051,34.1,99.9,270,Banana,185
2022-06-28T06:51:39+00:00,2052,34.2,99.6,267,Banana,183.5
2022-06-28T06:52:13+00:00,2053,34.3,99.2,269,Banana,184.5
2022-06-28T06:52:46+00:00,2054,34.4,98.8,266,Banana,183
2022-06-28T06:53:20+00:00,2055,34.5,98.5,263,Banana,181.5
2022-06-28T06:53:53+00:00,2056,34.6,98.2,264,Banana,182
2022-06-28T06:54:27+00:00,2057,34.7,97.9,266,Banana,183
2022-06-28T06:55:00+00:00,2058,34.8,97.6,267,Banana,183.5
2022-06-28T06:55:34+00:00,2059,34.8,97.3,263,Banana,181.5
2022-06-28T06:56:07+00:00,2060,34.9,97.1,267,Banana,183.5
2022-06-28T06:56:40+00:00,2061,35,96.8,265,Banana,182.5
2022-06-28T06:57:14+00:00,2062,35.1,96.6,260,Banana,180
2022-06-28T06:57:47+00:00,2063,35.1,96.3,261,Banana,180.5
2022-06-28T06:58:21+00:00,2064,35.2,96.1,264,Banana,182
2022-06-28T06:58:54+00:00,2065,35.2,95.9,262,Banana,181
2022-06-28T06:59:28+00:00,2066,35.3,95.7,265,Banana,182.5
2022-06-28T07:00:01+00:00,2067,35.3,95.5,262,Banana,181
2022-06-28T07:00:35+00:00,2068,35.4,95.4,264,Banana,182
2022-06-28T07:01:08+00:00,2069,35.4,95.3,264,Banana,182
2022-06-28T07:01:42+00:00,2070,35.5,95.2,265,Banana,182.5
2022-06-28T07:02:16+00:00,2071,35.5,95,269,Banana,184.5
2022-06-28T07:02:49+00:00,2072,35.5,94.9,265,Banana,182.5
2022-06-28T07:03:23+00:00,2073,35.6,94.9,271,Banana,185.5
2022-06-28T07:03:56+00:00,2074,35.6,94.8,267,Banana,183.5
2022-06-28T07:04:29+00:00,2075,35.6,94.6,269,Banana,184.5
2022-06-28T07:05:03+00:00,2076,35.7,94.5,270,Banana,185
2022-06-28T07:05:36+00:00,2077,35.7,94.5,265,Banana,182.5
2022-06-28T07:06:10+00:00,2078,35.7,94.4,267,Banana,183.5
2022-06-28T21:32:32+00:00,2079,31.5,99.9,307,Banana,203.5
2022-06-28T21:33:06+00:00,2080,31.5,99.9,315,Banana,207.5
2022-06-28T21:33:39+00:00,2081,31.7,99.9,331,Banana,215.5
2022-06-28T21:34:12+00:00,2082,32,99.9,347,Banana,223.5
2022-06-28T21:34:46+00:00,2083,32.2,99.9,362,Banana,223.8
2022-06-28T21:35:19+00:00,2084,32.5,99.9,381,Banana,221.9
2022-06-28T21:35:53+00:00,2085,32.8,99.9,388,Banana,221.2
2022-06-28T21:36:26+00:00,2086,33,99.7,388,Banana,221.2
2022-06-28T21:37:00+00:00,2087,33.3,99.1,397,Banana,220.3
2022-06-28T21:37:33+00:00,2088,33.5,98.4,408,Banana,219.2
2022-06-28T21:38:06+00:00,2089,33.8,97.9,414,Banana,218.6
2022-06-28T21:38:40+00:00,2090,34,97.4,419,Banana,218.1
2022-06-28T21:39:13+00:00,2091,34.2,96.8,417,Banana,218.3
2022-06-28T21:39:47+00:00,2092,34.5,96.3,430,Banana,217
2022-06-28T21:40:20+00:00,2093,34.7,95.9,430,Banana,217
2022-06-28T21:40:54+00:00,2094,34.8,95.3,433,Banana,216.7
2022-06-28T21:41:27+00:00,2095,35.1,94.9,437,Banana,216.3
2022-06-28T21:42:00+00:00,2096,35.2,94.4,437,Banana,216.3
2022-06-28T21:42:34+00:00,2097,35.3,93.9,441,Banana,215.9
2022-06-28T21:43:07+00:00,2098,35.5,93.3,445,Banana,215.5
2022-06-28T21:43:40+00:00,2099,35.7,93.1,445,Banana,215.5
2022-06-28T21:44:14+00:00,2100,35.8,92.8,451,Banana,214.9
2022-06-28T21:44:47+00:00,2101,35.9,92.5,452,Banana,214.8
2022-06-28T21:45:20+00:00,2102,36,92.1,452,Banana,214.8
2022-06-28T21:45:54+00:00,2103,36.1,91.8,455,Banana,214.5
2022-06-28T21:46:27+00:00,2104,36.2,91.6,458,Banana,214.2
2022-06-28T21:47:01+00:00,2105,36.3,91.3,459,Banana,214.1
2022-06-28T21:47:34+00:00,2106,36.6,91.1,457,Banana,214.3
2022-06-28T21:48:07+00:00,2107,36.5,90.8,459,Banana,214.1
2022-06-28T21:48:41+00:00,2108,36.6,90.5,462,Banana,213.8
2022-06-28T21:49:14+00:00,2109,36.6,90.3,465,Banana,213.5
2022-06-28T21:49:47+00:00,2110,36.7,90.2,463,Banana,213.7
2022-06-28T21:50:21+00:00,2111,36.8,90,459,Banana,214.1
2022-06-28T21:50:54+00:00,2112,36.8,89.5,464,Banana,213.6
2022-06-28T21:51:28+00:00,2113,36.9,89.2,461,Banana,213.9
2022-06-28T21:52:01+00:00,2114,37,88.8,461,Banana,213.9
2022-06-28T21:52:34+00:00,2115,37,88.4,460,Banana,214
2022-06-28T21:53:08+00:00,2116,37,88.1,461,Banana,213.9
2022-06-28T21:53:41+00:00,2117,37.1,88.1,468,Banana,213.2
2022-06-28T21:54:15+00:00,2118,37.1,87.9,466,Banana,213.4
2022-06-28T21:54:48+00:00,2119,37.1,87.7,467,Banana,213.3
2022-06-28T21:55:21+00:00,2120,37.1,87.3,466,Banana,213.4
2022-06-28T21:55:55+00:00,2121,37.2,87.2,465,Banana,213.5
2022-06-28T21:56:28+00:00,2122,37.2,87,463,Banana,213.7
2022-06-28T21:57:01+00:00,2123,37.2,86.7,468,Banana,213.2
2022-06-28T21:57:35+00:00,2124,37.3,86.7,469,Banana,213.1
2022-06-28T21:58:08+00:00,2125,37.3,86.6,469,Banana,213.1
2022-06-28T21:58:42+00:00,2126,37.3,86.5,469,Banana,213.1
2022-06-28T21:59:15+00:00,2127,37.3,86.5,471,Banana,212.9
2022-06-28T21:59:49+00:00,2128,37.4,86.3,470,Banana,213
2022-06-28T22:00:22+00:00,2129,37.4,86.2,467,Banana,213.3
2022-06-28T22:00:55+00:00,2130,37.4,85.9,471,Banana,212.9
2022-06-28T22:01:29+00:00,2131,37.4,85.9,471,Banana,212.9
2022-06-28T22:02:02+00:00,2132,37.4,85.8,473,Banana,212.7
2022-06-28T22:02:36+00:00,2133,37.5,85.9,473,Banana,212.7
2022-06-28T22:03:09+00:00,2134,37.5,85.8,476,Banana,212.4
2022-06-28T22:03:42+00:00,2135,37.5,85.8,477,Banana,212.3
2022-06-28T22:04:16+00:00,2136,37.5,85.7,474,Banana,212.6
2022-06-28T22:04:49+00:00,2137,37.5,85.5,474,Banana,212.6
2022-06-28T22:05:23+00:00,2138,37.5,85.3,477,Banana,212.3
2022-06-28T22:05:56+00:00,2139,37.5,85,475,Banana,212.5
2022-06-28T22:06:29+00:00,2140,37.6,85.4,475,Banana,212.5
2022-06-28T22:07:03+00:00,2141,37.6,85.3,474,Banana,212.6
2022-06-28T22:07:36+00:00,2142,37.6,85.2,473,Banana,212.7
2022-06-28T22:08:10+00:00,2143,37.6,85.1,476,Banana,212.4
2022-06-28T22:08:43+00:00,2144,37.6,85.2,475,Banana,212.5
2022-06-28T22:09:16+00:00,2145,37.6,85.3,475,Banana,212.5
2022-06-28T22:09:50+00:00,2146,37.6,85.1,473,Banana,212.7
2022-06-28T22:10:23+00:00,2147,37.6,85,472,Banana,212.8
2022-06-28T22:10:57+00:00,2148,37.6,84.8,477,Banana,212.3
2022-06-28T22:11:30+00:00,2149,37.6,85.1,476,Banana,212.4
2022-06-28T22:12:03+00:00,2150,37.6,85,469,Banana,213.1
2022-06-28T22:12:37+00:00,2151,37.6,84.8,472,Banana,212.8
2022-06-28T22:13:10+00:00,2152,37.6,84.8,470,Banana,213
2022-06-28T22:13:44+00:00,2153,37.7,84.9,468,Banana,213.2
2022-06-28T22:14:17+00:00,2154,37.6,84.7,471,Banana,212.9
2022-06-28T22:14:51+00:00,2155,37.6,84.8,470,Banana,213
2022-06-28T22:15:24+00:00,2156,37.6,84.8,474,Banana,212.6
2022-06-28T22:15:57+00:00,2157,37.6,85,473,Banana,212.7
2022-06-28T22:16:31+00:00,2158,37.6,85,473,Banana,212.7
2022-06-28T22:17:04+00:00,2159,37.6,85,474,Banana,212.6
2022-06-28T22:17:38+00:00,2160,37.6,85,475,Banana,212.5
2022-06-28T22:18:11+00:00,2161,37.6,85,474,Banana,212.6
2022-06-28T22:18:45+00:00,2162,37.6,85.1,476,Banana,212.4
2022-06-28T22:19:18+00:00,2163,37.6,84.9,476,Banana,212.4
2022-06-28T22:19:51+00:00,2164,37.6,85.1,473,Banana,212.7
2022-06-28T22:20:25+00:00,2165,37.6,84.8,471,Banana,212.9
2022-06-28T22:20:58+00:00,2166,37.6,84.8,471,Banana,212.9
2022-06-28T22:21:32+00:00,2167,37.6,84.8,469,Banana,213.1
2022-06-28T22:22:05+00:00,2168,37.6,84.8,468,Banana,213.2
2022-06-28T22:22:38+00:00,2169,37.6,84.7,469,Banana,213.1
2022-06-28T22:23:12+00:00,2170,37.6,84.8,464,Banana,213.6
2022-06-28T22:23:45+00:00,2171,37.6,84.6,469,Banana,213.1
2022-06-28T22:24:19+00:00,2172,37.6,85,463,Banana,213.7
2022-06-28T22:24:52+00:00,2173,37.5,84.8,464,Banana,213.6
2022-06-28T22:25:26+00:00,2174,37.5,84.9,464,Banana,213.6
2022-06-28T22:25:59+00:00,2175,37.5,85.1,466,Banana,213.4
2022-06-28T22:26:32+00:00,2176,37.5,85.1,467,Banana,213.3
2022-06-28T22:27:06+00:00,2177,37.5,85.2,469,Banana,213.1
2022-06-28T22:27:39+00:00,2178,37.5,85.4,470,Banana,213
2022-06-28T22:28:13+00:00,2179,37.5,85.4,470,Banana,213
2022-06-28T22:28:46+00:00,2180,37.5,85.5,471,Banana,212.9
2022-06-28T22:29:20+00:00,2181,37.5,85.4,466,Banana,213.4
2022-06-28T22:29:53+00:00,2182,37.6,85.1,465,Banana,213.5
2022-06-28T22:30:26+00:00,2183,37.6,85,469,Banana,213.1
2022-06-28T22:31:00+00:00,2184,37.6,85.3,468,Banana,213.2
2022-06-28T22:31:33+00:00,2185,37.5,85.1,471,Banana,212.9
2022-06-28T22:32:06+00:00,2186,37.6,85.5,467,Banana,213.3
2022-06-28T22:32:40+00:00,2187,37.5,85.2,466,Banana,213.4
2022-06-28T22:33:13+00:00,2188,37.6,85.3,465,Banana,213.5
2022-06-28T22:33:46+00:00,2189,37.6,85.3,467,Banana,213.3
2022-06-28T22:34:20+00:00,2190,37.6,85.3,467,Banana,213.3
2022-06-28T22:34:53+00:00,2191,37.5,85.1,469,Banana,213.1
2022-06-28T22:35:26+00:00,2192,37.5,85.4,465,Banana,213.5
